ArrayExpress_Species	ArrayExpress_StrainOrLine	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	anonymized_name	collection_date	geographic_location_country_and_or_sea	host_health_state	isolation_source	serovar	specific_host	strain	supplier_name	Consent	LibrarySource
		WGS		197	PRJNA248792	SAMN03152412	GBRU	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX747412	0	Illumina HiSeq 2500	PAIRED	RANDOM	H120880480	2014-10-30	287	126	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-11-05	SRR1635110	SRS733792	SRP042645	H120880480.biosample		2012-02			Human	Salmonella Typhi		H120880480		public	GENOMIC
		WGS		197	PRJNA248792	SAMN03152425	GBRU	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX747428	0	Illumina HiSeq 2500	PAIRED	RANDOM	H120700379	2014-10-30	243	106	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2014-11-05	SRR1635125	SRS733784	SRP042645	H120700379.biosample		2012-02			Human	Salmonella Typhi		H120700379		public	GENOMIC
		WGA		558	PRJDB5169	SAMD00061225	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064936	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	453	266	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070986	DRS057920	DRP004007	SAMD00061225		2002				Typhi		020005TY		public	GENOMIC
		WGA		557	PRJDB5169	SAMD00061226	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064937	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	503	294	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070987	DRS057921	DRP004007	SAMD00061226		2002				Typhi		020014TY		public	GENOMIC
		WGA		557	PRJDB5169	SAMD00061227	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064938	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	782	456	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070988	DRS057922	DRP004007	SAMD00061227		2002				Typhi		020022TY		public	GENOMIC
		WGA		557	PRJDB5169	SAMD00061228	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064939	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	489	280	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070989	DRS057923	DRP004007	SAMD00061228		2002				Typhi		020033TY		public	GENOMIC
		WGA		539	PRJDB5169	SAMD00061229	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064940	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	386	220	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070990	DRS057924	DRP004007	SAMD00061229		2002				Typhi		020034TY		public	GENOMIC
		WGA		552	PRJDB5169	SAMD00061230	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064941	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	323	180	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070991	DRS057925	DRP004007	SAMD00061230		2002				Typhi		020044TY		public	GENOMIC
		WGA		550	PRJDB5169	SAMD00061231	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064942	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	445	250	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070992	DRS057926	DRP004007	SAMD00061231		2002				Typhi		020046TY		public	GENOMIC
		WGA		550	PRJDB5169	SAMD00061232	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064943	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	373	209	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070993	DRS057927	DRP004007	SAMD00061232		2002				Typhi		020052TY		public	GENOMIC
		WGA		553	PRJDB5169	SAMD00061233	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064944	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	345	197	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070994	DRS057928	DRP004007	SAMD00061233		2002				Typhi		020062TY		public	GENOMIC
		WGA		550	PRJDB5169	SAMD00061234	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064945	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	546	305	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070995	DRS057929	DRP004007	SAMD00061234		2002				Typhi		020067TY		public	GENOMIC
		WGA		555	PRJDB5169	SAMD00061235	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064946	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	452	259	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070996	DRS057930	DRP004007	SAMD00061235		2003				Typhi		030004TY		public	GENOMIC
		WGA		554	PRJDB5169	SAMD00061236	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064947	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	481	273	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070997	DRS057931	DRP004007	SAMD00061236		2003				Typhi		030006TY		public	GENOMIC
		WGA		560	PRJDB5169	SAMD00061237	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064948	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	343	205	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070998	DRS057932	DRP004007	SAMD00061237		2003				Typhi		030011TY		public	GENOMIC
		WGA		554	PRJDB5169	SAMD00061238	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064949	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	479	267	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR070999	DRS057933	DRP004007	SAMD00061238		2003				Typhi		030047TY		public	GENOMIC
		WGA		556	PRJDB5169	SAMD00061239	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064950	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	604	340	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071000	DRS057934	DRP004007	SAMD00061239		2003				Typhi		030049TY		public	GENOMIC
		WGA		552	PRJDB5169	SAMD00061240	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064951	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	416	234	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071001	DRS057935	DRP004007	SAMD00061240		2003				Typhi		030067TY		public	GENOMIC
		WGA		554	PRJDB5169	SAMD00061241	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064952	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	353	201	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071002	DRS057936	DRP004007	SAMD00061241		2003				Typhi		030073TY		public	GENOMIC
		WGA		558	PRJDB5169	SAMD00061242	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064953	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	301	190	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071003	DRS057937	DRP004007	SAMD00061242		2003				Typhi		030082TY		public	GENOMIC
		WGA		551	PRJDB5169	SAMD00061243	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064954	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	445	247	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071004	DRS057938	DRP004007	SAMD00061243		2003				Typhi		030091TY		public	GENOMIC
		WGA		552	PRJDB5169	SAMD00061244	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064955	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	482	269	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071005	DRS057939	DRP004007	SAMD00061244		2003				Typhi		030105TY		public	GENOMIC
		WGA		552	PRJDB5169	SAMD00061245	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064956	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	452	252	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071006	DRS057940	DRP004007	SAMD00061245		2004				Typhi		040011TY		public	GENOMIC
		WGA		554	PRJDB5169	SAMD00061246	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064957	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	373	211	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071007	DRS057941	DRP004007	SAMD00061246		2004				Typhi		040017TY		public	GENOMIC
		WGA		553	PRJDB5169	SAMD00061247	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064958	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	372	209	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071008	DRS057942	DRP004007	SAMD00061247		2004				Typhi		040034TY		public	GENOMIC
		WGA		554	PRJDB5169	SAMD00061248	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064959	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	431	246	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071009	DRS057943	DRP004007	SAMD00061248		2004				Typhi		040051TY		public	GENOMIC
		WGA		553	PRJDB5169	SAMD00061249	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064960	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	330	187	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071010	DRS057944	DRP004007	SAMD00061249		2004				Typhi		040053TY		public	GENOMIC
		WGA		551	PRJDB5169	SAMD00061250	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064961	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	252	143	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071011	DRS057945	DRP004007	SAMD00061250		2004				Typhi		040054TY		public	GENOMIC
		WGA		548	PRJDB5169	SAMD00061251	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064962	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	419	232	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071012	DRS057946	DRP004007	SAMD00061251		2004				Typhi		040068TY		public	GENOMIC
		WGA		547	PRJDB5169	SAMD00061252	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064963	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	230	128	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071013	DRS057947	DRP004007	SAMD00061252		2005				Typhi		050015TY		public	GENOMIC
		WGA		552	PRJDB5169	SAMD00061253	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064964	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	354	201	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071014	DRS057948	DRP004007	SAMD00061253		2005				Typhi		050021TY		public	GENOMIC
		WGA		555	PRJDB5169	SAMD00061254	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064965	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	448	250	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071015	DRS057949	DRP004007	SAMD00061254		2005				Typhi		050039TY		public	GENOMIC
		WGA		555	PRJDB5169	SAMD00061255	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064966	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	397	225	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071016	DRS057950	DRP004007	SAMD00061255		2006				Typhi		060006TY		public	GENOMIC
		WGA		567	PRJDB5169	SAMD00061256	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064967	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	616	342	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071017	DRS057951	DRP004007	SAMD00061256		2006				Typhi		060029TY		public	GENOMIC
		WGA		569	PRJDB5169	SAMD00061257	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064968	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	450	251	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071018	DRS057952	DRP004007	SAMD00061257		2006				Typhi		060031TY		public	GENOMIC
		WGA		544	PRJDB5169	SAMD00061258	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064969	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	330	193	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071019	DRS057953	DRP004007	SAMD00061258		2006				Typhi		060042TY		public	GENOMIC
		WGA		566	PRJDB5169	SAMD00061259	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064970	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	240	134	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071020	DRS057954	DRP004007	SAMD00061259		2006				Typhi		060044TY		public	GENOMIC
		WGA		569	PRJDB5169	SAMD00061260	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064971	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	575	320	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071021	DRS057955	DRP004007	SAMD00061260		2007				Typhi		070002TY		public	GENOMIC
		WGA		585	PRJDB5169	SAMD00061261	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064972	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	550	335	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071022	DRS057956	DRP004007	SAMD00061261		2007				Typhi		070017TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061262	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064973	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	382	214	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071023	DRS057957	DRP004007	SAMD00061262		2007				Typhi		070023TY		public	GENOMIC
		WGA		571	PRJDB5169	SAMD00061263	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064974	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	531	314	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071024	DRS057958	DRP004007	SAMD00061263		2007				Typhi		070035TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061264	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064975	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	370	207	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071025	DRS057959	DRP004007	SAMD00061264		2007				Typhi		070050TY		public	GENOMIC
		WGA		567	PRJDB5169	SAMD00061265	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064976	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	506	286	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071026	DRS057960	DRP004007	SAMD00061265		2008				Typhi		080047TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061266	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064977	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	429	236	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071027	DRS057961	DRP004007	SAMD00061266		2008				Typhi		080055TY		public	GENOMIC
		WGA		571	PRJDB5169	SAMD00061267	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064978	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	362	200	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071028	DRS057962	DRP004007	SAMD00061267		2009				Typhi		090001TY		public	GENOMIC
		WGA		582	PRJDB5169	SAMD00061268	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064979	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	519	313	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071029	DRS057963	DRP004007	SAMD00061268		2009				Typhi		090003TY		public	GENOMIC
		WGA		594	PRJDB5169	SAMD00061269	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064980	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	425	261	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071030	DRS057964	DRP004007	SAMD00061269		2009				Typhi		090027TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061270	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064981	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	446	248	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071031	DRS057965	DRP004007	SAMD00061270		2010				Typhi		100003TY		public	GENOMIC
		WGA		587	PRJDB5169	SAMD00061271	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064982	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	537	326	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071032	DRS057966	DRP004007	SAMD00061271		2010				Typhi		100015TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061272	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064983	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	592	329	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071033	DRS057967	DRP004007	SAMD00061272		2010				Typhi		100030TY		public	GENOMIC
		WGA		568	PRJDB5169	SAMD00061273	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064984	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	630	353	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071034	DRS057968	DRP004007	SAMD00061273		2011				Typhi		110015TY		public	GENOMIC
		WGA		570	PRJDB5169	SAMD00061274	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064985	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	757	419	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071035	DRS057969	DRP004007	SAMD00061274		2011				Typhi		110024TY		public	GENOMIC
		WGA		587	PRJDB5169	SAMD00061275	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064986	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	494	304	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071036	DRS057970	DRP004007	SAMD00061275		2012				Typhi		120004TY		public	GENOMIC
		WGA		567	PRJDB5169	SAMD00061276	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064987	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	682	384	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071037	DRS057971	DRP004007	SAMD00061276		2012				Typhi		120012TY		public	GENOMIC
		WGA		571	PRJDB5169	SAMD00061277	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064988	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	618	343	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071038	DRS057972	DRP004007	SAMD00061277		2012				Typhi		120014TY		public	GENOMIC
		WGA		587	PRJDB5169	SAMD00061278	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064989	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	447	268	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071039	DRS057973	DRP004007	SAMD00061278		2012				Typhi		120037TY		public	GENOMIC
		WGA		585	PRJDB5169	SAMD00061279	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064990	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	430	260	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071040	DRS057974	DRP004007	SAMD00061279		2012				Typhi		120049TY		public	GENOMIC
		WGA		585	PRJDB5169	SAMD00061280	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064991	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	557	342	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071041	DRS057975	DRP004007	SAMD00061280		2012				Typhi		120050TY		public	GENOMIC
		WGA		567	PRJDB5169	SAMD00061281	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064992	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	573	318	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071042	DRS057976	DRP004007	SAMD00061281		2013				Typhi		130045TY		public	GENOMIC
		WGA		587	PRJDB5169	SAMD00061282	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064993	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	550	336	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071043	DRS057977	DRP004007	SAMD00061282		2013				Typhi		130047TY		public	GENOMIC
		WGA		589	PRJDB5169	SAMD00061283	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064994	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	434	267	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071044	DRS057978	DRP004007	SAMD00061283		2013				Typhi		130048TY		public	GENOMIC
		WGA		565	PRJDB5169	SAMD00061284	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064995	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	514	288	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071045	DRS057979	DRP004007	SAMD00061284		2013				Typhi		130052TY		public	GENOMIC
		WGA		573	PRJDB5169	SAMD00061285	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064996	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	694	433	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071046	DRS057980	DRP004007	SAMD00061285		2013				Typhi		130054TY		public	GENOMIC
		WGA		588	PRJDB5169	SAMD00061286	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064997	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	637	386	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071047	DRS057981	DRP004007	SAMD00061286		2013				Typhi		130062TY		public	GENOMIC
		WGA		588	PRJDB5169	SAMD00061287	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064998	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	545	335	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071048	DRS057982	DRP004007	SAMD00061287		2013				Typhi		130064TY		public	GENOMIC
		WGA		588	PRJDB5169	SAMD00061288	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX064999	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	376	226	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071049	DRS057983	DRP004007	SAMD00061288		2013				Typhi		130068TY		public	GENOMIC
		WGA		588	PRJDB5169	SAMD00061289	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX065000	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	369	225	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071050	DRS057984	DRP004007	SAMD00061289		2013				Typhi		130079TY		public	GENOMIC
		WGA		588	PRJDB5169	SAMD00061290	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX065001	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	393	240	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071051	DRS057985	DRP004007	SAMD00061290		2013				Typhi		130088TY		public	GENOMIC
		WGA		589	PRJDB5169	SAMD00061291	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX065002	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	380	234	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071052	DRS057986	DRP004007	SAMD00061291		2013				Typhi		130093TY		public	GENOMIC
		WGA		590	PRJDB5169	SAMD00061292	NIID	minhash_sigrealignref_statssrawgmlst_sig	ncbi			DRX065003	500	Illumina MiSeq	PAIRED	size fractionation		2018-01-26	487	301	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2018-01-26	DRR071053	DRS057987	DRP004007	SAMD00061292		2013				Typhi		130107TY		public	GENOMIC
