Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		200	PRJNA248792	SAMN04600743	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1674956	0	Illumina HiSeq 2500	PAIRED	RANDOM	185896	2016-04-01	307	124	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322538	SRS1371767	SRP042645	185896.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	185896	Human	Missing	None detected	11	Salmonella Enteritidis	185896	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600760	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1674989	0	Illumina HiSeq 2500	PAIRED	RANDOM	197002	2016-04-01	360	167	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322619	SRS1371804	SRP042645	197002.biosample	PHE	2015-12	United Kingdom: United Kingdom	Homo sapiens	Not available	197002	Human	Missing	None detected	11	Salmonella Enteritidis	197002	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600896	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675021	0	Illumina HiSeq 2500	PAIRED	RANDOM	170402	2016-04-01	391	164	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322652	SRS1371827	SRP042645	170402.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	170402	Human	Missing	None detected	11	Salmonella Enteritidis	170402	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600940	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675061	0	Illumina HiSeq 2500	PAIRED	RANDOM	130499	2016-04-01	248	123	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322692	SRS1371855	SRP042645	130499.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	130499	Human	Missing	None detected	183	Salmonella Enteritidis	130499	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600944	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675062	0	Illumina HiSeq 2500	PAIRED	RANDOM	157230	2016-04-01	373	177	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322693	SRS1371857	SRP042645	157230.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	157230	Human	Missing	Klebsiella pneumoniae subsp. pneumoniae Ecl8	11	Salmonella Enteritidis	157230	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600908	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675031	0	Illumina HiSeq 2500	PAIRED	RANDOM	192889	2016-04-01	244	100	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322662	SRS1371892	SRP042645	192889.biosample	PHE	2015-12	United Kingdom: United Kingdom	Homo sapiens	Not available	192889	Human	Missing	None detected	Novel	Salmonella Enteritidis	192889	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601007	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675103	0	Illumina HiSeq 2500	PAIRED	RANDOM	132048	2016-04-01	364	178	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322733	SRS1371927	SRP042645	132048.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	132048	Human	Missing	None detected	11	Salmonella Enteritidis	132048	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601031	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675149	0	Illumina HiSeq 2500	PAIRED	RANDOM	126064	2016-04-01	293	138	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322938	SRS1371958	SRP042645	126064.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	126064	Human	Missing	None detected	11	Salmonella Enteritidis	126064	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601036	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675169	0	Illumina HiSeq 2500	PAIRED	RANDOM	152509	2016-04-01	284	127	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322958	SRS1371963	SRP042645	152509.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	152509	Human	Missing	None detected	183	Salmonella Enteritidis	152509	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04600946	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675064	0	Illumina HiSeq 2500	PAIRED	RANDOM	166249	2016-04-01	440	191	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322695	SRS1371968	SRP042645	166249.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	166249	Human	Missing	Proteus mirabilis C05028	11	Salmonella Enteritidis	166249	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601075	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675200	0	Illumina HiSeq 2500	PAIRED	RANDOM	136546	2016-04-01	248	116	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322988	SRS1371985	SRP042645	136546.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	136546	Human	Missing	None detected	183	Salmonella Enteritidis	136546	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601086	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675217	0	Illumina HiSeq 2500	PAIRED	RANDOM	176329	2016-04-01	465	209	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3323006	SRS1372001	SRP042645	176329.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	176329	Human	Missing	None detected	11	Salmonella Enteritidis	176329	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601107	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675232	0	Illumina HiSeq 2500	PAIRED	RANDOM	118897	2016-04-01	380	163	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3323021	SRS1372015	SRP042645	118897.biosample	PHE	May-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	118897	Human	Missing	Morganella morganii subsp. morganii KT	11	Salmonella Enteritidis	118897	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601149	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675271	0	Illumina HiSeq 2500	PAIRED	RANDOM	207512	2016-04-01	473	230	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3323060	SRS1372049	SRP042645	207512.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	207512	Human	Missing	None detected	11	Salmonella Enteritidis	207512	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601049	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675180	0	Illumina HiSeq 2500	PAIRED	RANDOM	180563	2016-04-01	407	184	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3322968	SRS1372054	SRP042645	180563.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	180563	Human	Missing	None detected	1925	Salmonella Enteritidis	180563	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN04601125	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1675247	0	Illumina HiSeq 2500	PAIRED	RANDOM	179667	2016-04-01	399	187	Salmonella enterica subsp. enterica	ILLUMINA	2016-04-02	SRR3323035	SRS1372079	SRP042645	179667.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	179667	Human	Missing	Escherichia coli K 12 substr W3110 uid161931	11	Salmonella Enteritidis	179667	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173204	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799074	0	Illumina HiSeq 2500	PAIRED	RANDOM	152413	2016-05-25	328	155	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585348	SRS1466539	SRP042645	152413.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	152413	Human	Missing	None detected	11	Salmonella Enteritidis	152413	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173203	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799073	0	Illumina HiSeq 2500	PAIRED	RANDOM	143553	2016-05-25	271	132	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585347	SRS1466540	SRP042645	143553.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	143553	Human	Missing	None detected	11	Salmonella Enteritidis	143553	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173205	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799075	0	Illumina HiSeq 2500	PAIRED	RANDOM	155711	2016-05-25	349	172	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585350	SRS1466541	SRP042645	155711.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	155711	Human	Missing	None detected	183	Salmonella Enteritidis	155711	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173206	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799076	0	Illumina HiSeq 2500	PAIRED	RANDOM	164715	2016-05-25	363	168	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585351	SRS1466542	SRP042645	164715.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	164715	Human	Missing	None detected	11	Salmonella Enteritidis	164715	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173207	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799077	0	Illumina HiSeq 2500	PAIRED	RANDOM	134034	2016-05-25	313	155	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585352	SRS1466543	SRP042645	134034.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	134034	Human	Missing	None detected	11	Salmonella Enteritidis	134034	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173208	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799078	0	Illumina HiSeq 2500	PAIRED	RANDOM	137147	2016-05-25	267	120	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585354	SRS1466544	SRP042645	137147.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	137147	Human	Missing	None detected	11	Salmonella Enteritidis	137147	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173209	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799079	0	Illumina HiSeq 2500	PAIRED	RANDOM	179844	2016-05-25	367	170	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585355	SRS1466545	SRP042645	179844.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	179844	Human	Missing	None detected	11	Salmonella Enteritidis	179844	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173210	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799080	0	Illumina HiSeq 2500	PAIRED	RANDOM	154869	2016-05-25	390	190	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585356	SRS1466546	SRP042645	154869.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	154869	Human	Missing	None detected	11	Salmonella Enteritidis	154869	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173211	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799081	0	Illumina HiSeq 2500	PAIRED	RANDOM	120578	2016-05-25	460	215	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585357	SRS1466547	SRP042645	120578.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	120578	Human	Missing	None detected	11	Salmonella Enteritidis	120578	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173212	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799082	0	Illumina HiSeq 2500	PAIRED	RANDOM	153189	2016-05-25	326	154	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585358	SRS1466548	SRP042645	153189.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	153189	Human	Missing	None detected	11	Salmonella Enteritidis	153189	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173214	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799084	0	Illumina HiSeq 2500	PAIRED	RANDOM	160846	2016-05-25	121	52	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585359	SRS1466550	SRP042645	160846.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	160846	Human	Missing	None detected	11	Salmonella Enteritidis	160846	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173219	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799085	0	Illumina HiSeq 2500	PAIRED	RANDOM	160806	2016-05-25	162	69	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585360	SRS1466551	SRP042645	160806.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	160806	Human	Missing	None detected	11	Salmonella Enteritidis	160806	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173220	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799086	0	Illumina HiSeq 2500	PAIRED	RANDOM	131456	2016-05-25	227	102	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585361	SRS1466552	SRP042645	131456.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	131456	Human	Missing	None detected	183	Salmonella Enteritidis	131456	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173221	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799088	0	Illumina HiSeq 2500	PAIRED	RANDOM	178732	2016-05-25	300	126	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585363	SRS1466553	SRP042645	178732.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	178732	Human	Missing	None detected	11	Salmonella Enteritidis	178732	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173222	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799089	0	Illumina HiSeq 2500	PAIRED	RANDOM	183605	2016-05-25	276	124	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585364	SRS1466555	SRP042645	183605.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	183605	Human	Missing	None detected	11	Salmonella Enteritidis	183605	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173223	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799090	0	Illumina HiSeq 2500	PAIRED	RANDOM	190569	2016-05-25	289	130	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585365	SRS1466556	SRP042645	190569.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	190569	Human	Missing	None detected	11	Salmonella Enteritidis	190569	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173224	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799092	0	Illumina HiSeq 2500	PAIRED	RANDOM	185894	2016-05-25	266	111	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585367	SRS1466558	SRP042645	185894.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	185894	Human	Missing	None detected	11	Salmonella Enteritidis	185894	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173226	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799097	0	Illumina HiSeq 2500	PAIRED	RANDOM	168519	2016-05-25	476	218	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585375	SRS1466563	SRP042645	168519.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	168519	Human	Missing	None detected	11	Salmonella Enteritidis	168519	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05173227	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1799100	0	Illumina HiSeq 2500	PAIRED	RANDOM	110976	2016-05-25	404	196	Salmonella enterica subsp. enterica	ILLUMINA	2016-05-26	SRR3585376	SRS1466566	SRP042645	110976.biosample	PHE	May-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	110976	Human	Missing	None detected	11	Salmonella Enteritidis	110976	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631104	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052740	0	Illumina HiSeq 2500	PAIRED	RANDOM	160811	2016-08-25	121	50	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063697	SRS1644838	SRP042645	160811.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	160811	Human	Missing	None detected	11	Salmonella Enteritidis	160811	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631111	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052741	0	Illumina HiSeq 2500	PAIRED	RANDOM	208718	2016-08-25	306	136	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063698	SRS1644839	SRP042645	208718.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	208718	Human	Missing	None detected	11	Salmonella Enteritidis	208718	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631110	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052742	0	Illumina HiSeq 2500	PAIRED	RANDOM	209719	2016-08-25	354	151	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063699	SRS1644840	SRP042645	209719.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	209719	Human	Missing	None detected	11	Salmonella Enteritidis	209719	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631108	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052744	0	Illumina HiSeq 2500	PAIRED	RANDOM	149393	2016-08-25	193	92	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063701	SRS1644841	SRP042645	149393.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	149393	Human	Missing	None detected	11	Salmonella Enteritidis	149393	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631109	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052743	0	Illumina HiSeq 2500	PAIRED	RANDOM	217038	2016-08-25	286	136	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063700	SRS1644842	SRP042645	217038.biosample	PHE	Feb-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	217038	Human	Missing	None detected	11	Salmonella Enteritidis	217038	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631107	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052745	0	Illumina HiSeq 2500	PAIRED	RANDOM	182866	2016-08-25	279	119	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063702	SRS1644843	SRP042645	182866.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	182866	Human	Missing	None detected	11	Salmonella Enteritidis	182866	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631106	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052746	0	Illumina HiSeq 2500	PAIRED	RANDOM	155644	2016-08-25	334	150	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063703	SRS1644844	SRP042645	155644.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	155644	Human	Missing	None detected	11	Salmonella Enteritidis	155644	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631116	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052749	0	Illumina HiSeq 2500	PAIRED	RANDOM	122198	2016-08-25	386	185	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063706	SRS1644845	SRP042645	122198.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	122198	Human	Missing	None detected	11	Salmonella Enteritidis	122198	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631105	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052747	0	Illumina HiSeq 2500	PAIRED	RANDOM	202277	2016-08-25	393	179	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063704	SRS1644846	SRP042645	202277.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	202277	Human	Missing	None detected	11	Salmonella Enteritidis	202277	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631115	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052750	0	Illumina HiSeq 2500	PAIRED	RANDOM	169613	2016-08-25	335	159	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063707	SRS1644847	SRP042645	169613.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	169613	Human	Missing	None detected	11	Salmonella Enteritidis	169613	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631114	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052751	0	Illumina HiSeq 2500	PAIRED	RANDOM	119438	2016-08-25	446	204	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063708	SRS1644848	SRP042645	119438.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	119438	Human	Missing	None detected	11	Salmonella Enteritidis	119438	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631117	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052748	0	Illumina HiSeq 2500	PAIRED	RANDOM	224042	2016-08-25	335	163	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063705	SRS1644849	SRP042645	224042.biosample	PHE	Feb-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	224042	Human	Missing	None detected	11	Salmonella Enteritidis	224042	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN05631113	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2052752	0	Illumina HiSeq 2500	PAIRED	RANDOM	205621	2016-08-25	378	168	Salmonella enterica subsp. enterica	ILLUMINA	2016-08-26	SRR4063709	SRS1644850	SRP042645	205621.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	205621	Human	Missing	None detected	11	Salmonella Enteritidis	205621	enterica	public	GENOMIC
